Bandit,Reward,Algorithm
2,3.462852240518963,EpsilonGreedyBandit
3,3.231151941971367,EpsilonGreedyBandit
1,0.6512913083070351,EpsilonGreedyBandit
1,1.7526331030138884,EpsilonGreedyBandit
1,1.4648396808085413,EpsilonGreedyBandit
2,3.737492890404968,EpsilonGreedyBandit
0,1.759420376303662,EpsilonGreedyBandit
2,5.1391804915039785,EpsilonGreedyBandit
0,1.4465784095636387,EpsilonGreedyBandit
0,1.4027347665661207,EpsilonGreedyBandit
0,0.9390573958818776,EpsilonGreedyBandit
1,2.2676430794164695,EpsilonGreedyBandit
0,2.8457407583463903,EpsilonGreedyBandit
1,3.055952800051152,EpsilonGreedyBandit
0,0.44007902242603814,EpsilonGreedyBandit
3,3.0841416146644827,EpsilonGreedyBandit
1,2.8630438160608778,EpsilonGreedyBandit
0,-1.5015633133077353,EpsilonGreedyBandit
2,2.5046732105915095,EpsilonGreedyBandit
2,1.7891398823732305,EpsilonGreedyBandit
1,4.725925596529772,EpsilonGreedyBandit
0,3.669325007749595,EpsilonGreedyBandit
